Year,Present_Price,Driven_kms,Owner,Age,Fuel_Type_Diesel,Fuel_Type_Petrol,Selling_type_Individual,Transmission_Manual,Brand_ACTIVA,Brand_ALTO,Brand_AMAZE,Brand_BAJAJ,Brand_BALENO,Brand_BRIO,Brand_CAMRY,Brand_CIAZ,Brand_CITY,Brand_COROLLA,Brand_CRETA,Brand_DZIRE,Brand_ELANTRA,Brand_EON,Brand_ERTIGA,Brand_ETIOS,Brand_FORTUNER,Brand_GRAND,Brand_HERO,Brand_HONDA,Brand_HYOSUNG,Brand_I10,Brand_I20,Brand_IGNIS,Brand_INNOVA,Brand_JAZZ,Brand_KTM,Brand_LAND,Brand_MAHINDRA,Brand_OMNI,Brand_RITZ,Brand_ROYAL,Brand_S,Brand_SUZUKI,Brand_SWIFT,Brand_SX4,Brand_TVS,Brand_UM,Brand_VERNA,Brand_VITARA,Brand_WAGON,Brand_XCENT,Brand_YAMAHA
0.1329919756219511,0.9996455176262853,0.5475049307291738,-0.17510104899311876,-0.13299197562192103,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8245502488559395,0.7084853760346879,0.3246543963758197,-0.17510104899311876,-0.8245502488559096,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8245502488559395,0.4746218084912362,-0.07519286422546322,-0.17510104899311876,-0.8245502488559096,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.1703293854729337,0.0653605652901958,-0.8596113407344524,-0.17510104899311876,-1.1703293854729038,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.1703293854729337,0.21737188419343947,-0.5626655711110776,-0.17510104899311876,-1.1703293854729038,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1.2501245708460258,-0.08782007145076501,0.5412918167529628,3.8522230778486133,1.2501245708460562,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.21278716099504313,2.6974950179917445,2.5181917182746516,-0.17510104899311876,0.21278716099507328,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.5585662976120374,-0.18253481630586288,0.3728445407284978,-0.17510104899311876,0.5585662976120676,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.4787711122389453,-0.004798504972839667,0.18185547102174657,-0.17510104899311876,-0.4787711122389153,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8245502488559395,-0.8186437200240515,-0.5883652698308596,-0.17510104899311876,-0.8245502488559096,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.21278716099504313,-0.7098971611163465,-0.10055880062420904,-0.17510104899311876,0.21278716099507328,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0.4787711122389453,0.6488501663111077,0.5945910920199631,-0.17510104899311876,-0.4787711122389153,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8245502488559395,-0.780056231379382,-0.5626912451357727,-0.17510104899311876,-0.8245502488559096,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.1703293854729337,-0.21527571576194615,-0.4313942828450985,-0.17510104899311876,-1.1703293854729038,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8245502488559395,-0.363779081152038,-0.5626912451357727,-0.17510104899311876,-0.8245502488559096,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.21278716099504313,-0.17434959144184214,0.25887754510700717,-0.17510104899311876,0.21278716099507328,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-2.2874619806970085,-0.7940880454319891,0.3102255944971809,3.8522230778486133,2.287461980697039,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.9043454342290316,-0.363779081152038,0.515617792057876,-0.17510104899311876,0.9043454342290619,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.9043454342290316,0.054836704750740484,0.3358996191922678,-0.17510104899311876,0.9043454342290619,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1.1703293854729337,-0.8221516735372033,-0.9144253834584629,-0.17510104899311876,-1.1703293854729038,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-3.6705785271649853,-0.6151824162612486,2.312799520713957,-0.17510104899311876,3.670578527165016,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.9416828440800142,-0.7897615694324353,0.3358996191922678,-0.17510104899311876,1.9416828440800447,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.9416828440800142,-0.7940880454319891,0.5926398661431366,-0.17510104899311876,1.9416828440800447,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4787711122389453,-0.21527571576194615,-0.314218034136722,-0.17510104899311876,-0.4787711122389153,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.8245502488559395,2.0871111067033357,-0.20325489940455654,-0.17510104899311876,-0.8245502488559096,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0.4787711122389453,0.7084853760346879,0.7980320637038315,-0.17510104899311876,-0.4787711122389153,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.1703293854729337,-0.780056231379382,-0.8707795414768152,-0.17510104899311876,-1.1703293854729038,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
